,fname,pix_class
20364,image33032,2
20365,image21453,4
20366,image15004,3
20367,image75286,9
20368,image65087,13
20369,image38974,7
20370,image23233,2
20371,image62958,5
20372,image12042,15
20373,image30358,0
20374,image46697,0
20375,image57805,7
20376,image26415,2
20377,image34074,8
20378,image5959,0
20379,image43850,12
20380,image58317,0
20381,image32440,0
20382,image14476,15
20383,image81343,3
20384,image37266,17
20385,image11250,4
20386,image69166,17
20387,image13430,11
20388,image55684,1
20389,image27067,4
20390,image5821,3
20391,image28394,3
20392,image22641,8
20393,image48116,16
20394,image37068,12
20395,image67591,5
20396,image54819,13
20397,image16981,13
20398,image21725,13
20399,image39691,7
20400,image61944,4
20401,image10554,3
20402,image36562,5
20403,image47972,12
20404,image14678,15
20405,image34302,11
20406,image26763,4
20407,image48318,8
20408,image1903,16
20409,image12334,16
20410,image8625,3
20411,image49612,11
20412,image23145,4
20413,image31524,5
20414,image29490,9
20415,image35608,13
20416,image72957,6
20417,image37110,9
20418,image25571,3
20419,image75088,1
20420,image81035,15
20421,image74582,5
20422,image56698,0
20423,image14700,11
20424,image32736,11
20425,image22537,16
20426,image30156,4
20427,image18799,11
20428,image53927,8
20429,image37889,16
20430,image356,5
20431,image16160,16
20432,image46499,16
20433,image65289,2
20434,image47193,11
20435,image97,1
20436,image9257,0
20437,image54190,17
20438,image16008,15
20439,image35618,16
20440,image27279,3
20441,image66912,17
20442,image17502,2
20443,image31534,0
20444,image23155,1
20445,image40924,4
20446,image29480,10
20447,image21735,4
20448,image39681,17
20449,image67581,8
20450,image6955,5
20451,image37078,13
20452,image16991,9
20453,image36572,16
20454,image14668,12
20455,image80457,13
20456,image47962,0
20457,image44391,0
20458,image61954,2
20459,image10544,8
20460,image68672,3
20461,image37899,10
20462,image346,16
20463,image64793,5
20464,image75901,15
20465,image16170,5
20466,image30146,5
20467,image22527,5
20468,image18789,1
20469,image48270,4
20470,image53937,5
20471,image19283,17
20472,image87,11
20473,image9247,15
20474,image79001,4
20475,image47183,11
20476,image75098,7
20477,image37100,1
20478,image81025,15
20479,image69200,11
20480,image58071,16
20481,image20347,1
20482,image79998,12
20483,image74592,6
20484,image14710,2
20485,image56688,13
20486,image71489,3
20487,image80212,16
20488,image36337,11
20489,image10301,1
20490,image52299,15
20491,image70183,12
20492,image3936,16
20493,image78236,13
20494,image12561,11
20495,image60382,4
20496,image45947,11
20497,image26136,3
20498,image4970,5
20499,image43592,5
20500,image23710,15
20501,image49047,17
20502,image61688,15
20503,image25324,8
20504,image37745,12
20505,image11773,13
20506,image8891,2
20507,image21008,8
20508,image33469,4
20509,image4191,0
20510,image77924,17
20511,image16735,12
20512,image39825,11
20513,image12419,2
20514,image30703,2
20515,image21991,12
20516,image63809,4
20517,image9402,15
20518,image79644,6
20519,image13113,17
20520,image27544,13
20521,image35125,3
20522,image4808,13
20523,image6699,1
20524,image26126,11
20525,image12571,3
20526,image42088,8
20527,image78226,4
20528,image8060,4
20529,image60392,4
20530,image63961,17
20531,image31361,0
20532,image32992,15
20533,image17357,17
20534,image15537,15
20535,image33501,3
20536,image59256,17
20537,image71499,5
20538,image52289,16
20539,image70193,5
20540,image36327,13
20541,image24746,5
20542,image12409,2
20543,image8118,3
20544,image50591,4
20545,image48425,2
20546,image30713,3
20547,image21981,8
20548,image16725,12
20549,image56944,12
20550,image27554,2
20551,image13103,16
20552,image79654,4
20553,image9412,1
20554,image73381,16
20555,image70972,0
20556,image69455,0
20557,image11763,11
20558,image18845,13
20559,image33479,11
20560,image21018,13
20561,image14145,7
20562,image4181,2
20563,image77934,5
20564,image32173,0
20565,image3643,11
20566,image58839,11
20567,image73405,13
20568,image19352,0
20569,image77729,1
20570,image24823,8
20571,image55433,4
20572,image76223,5
20573,image37948,0
20574,image54139,15
20575,image30097,8
20576,image18658,11
20577,image28123,1
20578,image42674,12
20579,image23865,1
20580,image40014,12
20581,image79849,8
20582,image66022,11
20583,image44338,3
20584,image56759,4
20585,image75149,8
20586,image57253,13
20587,image16938,4
20588,image1023,1
20589,image71265,16
20590,image72896,16
20591,image58941,0
20592,image29551,11
20593,image60416,8
20594,image2231,2
20595,image72077,0
20596,image11806,1
20597,image54041,1
20598,image56621,2
20599,image80586,0
20600,image62276,1
20601,image70617,0
20602,image61885,15
20603,image79931,2
20604,image33285,0
20605,image67450,13
20606,image6884,1
20607,image66032,12
20608,image4615,0
20609,image74453,13
20610,image56749,1
20611,image20286,5
20612,image23875,10
20613,image38332,2
20614,image52465,0
20615,image71275,9
20616,image1033,15
20617,image72886,4
20618,image39638,4
20619,image67538,0
20620,image16928,12
20621,image45622,13
20622,image57243,4
20623,image77739,13
20624,image65358,1
20625,image55423,4
20626,image3653,0
20627,image29439,5
20628,image13697,2
20629,image18648,17
20630,image28133,11
20631,image37958,15
20632,image287,8
20633,image64652,3
20634,image6075,5
20635,image76233,4
20636,image54129,8
20637,image10485,0
20638,image79921,13
20639,image56631,16
20640,image67440,4
20641,image6894,0
20642,image33295,1
20643,image30866,9
20644,image39740,4
20645,image23094,16
20646,image58951,12
20647,image29541,2
20648,image7407,12
20649,image77641,12
20650,image54051,0
20651,image18730,5
20652,image72067,1
20653,image11816,1
20654,image27485,0
20655,image68917,13
20656,image79785,4
20657,image66677,1
20658,image4050,16
20659,image74216,7
20660,image52220,1
20661,image40641,9
20662,image49967,2
20663,image69584,0
20664,image71430,2
20665,image63051,11
20666,image26816,8
20667,image51032,11
20668,image29304,13
20669,image32843,3
20670,image61749,1
20671,image73328,17
20672,image14875,2
20673,image17286,3
20674,image45886,12
20675,image34496,4
20676,image50538,5
20677,image21928,1
20678,image72622,1
20679,image60243,5
20680,image2464,3
20681,image70042,2
20682,image24697,4
20683,image5422,7
20684,image75664,1
20685,image53652,7
20686,image41233,11
20687,image8828,1
20688,image59387,11
20689,image71548,12
20690,image40651,15
20691,image52230,3
20692,image14084,3
20693,image74206,2
20694,image4040,4
20695,image45077,1
20696,image37694,11
20697,image69594,0
20698,image18984,1
20699,image61621,0
20700,image3006,14
20701,image56885,5
20702,image55276,2
20703,image27495,1
20704,image76466,11
20705,image56064,16
20706,image13823,3
20707,image62433,1
20708,image70052,5
20709,image53642,1
20710,image63139,5
20711,image67215,15
20712,image14865,2
20713,image77014,8
20714,image29314,2
20715,image43443,16
20716,image51022,0
20717,image73338,16
20718,image61759,3
20719,image32853,18
20720,image50528,0
20721,image42149,4
20722,image60253,4
20723,image72632,12
20724,image21938,6
20725,image54604,5
20726,image46265,0
20727,image59199,13
20728,image71756,15
20729,image63337,2
20730,image57760,4
20731,image74170,13
20732,image58493,3
20733,image31937,1
20734,image38611,2
20735,image29883,3
20736,image52146,7
20737,image40527,13
20738,image48692,2
20739,image28410,13
20740,image67982,16
20741,image6556,11
20742,image76710,15
20743,image16592,6
20744,image36971,7
20745,image35382,0
20746,image55100,0
20747,image17098,0
20748,image19661,4
20749,image49398,10
20750,image3370,11
20751,image10947,3
20752,image5744,13
20753,image75502,2
20754,image22924,16
20755,image39263,4
20756,image53534,0
20757,image41155,15
20758,image70324,0
20759,image62745,13
20760,image36190,17
20761,image17879,7
20762,image26391,1
20763,image76668,15
20764,image64209,0
20765,image59978,17
20766,image72544,4
20767,image60125,0
20768,image2702,5
20769,image78091,4
20770,image28568,4
20771,image3208,4
20772,image51354,2
20773,image55078,1
20774,image67992,5
20775,image76700,11
20776,image64361,16
20777,image6546,5
20778,image16582,11
20779,image59810,12
20780,image48682,8
20781,image42357,0
20782,image49388,4
20783,image61547,13
20784,image3360,3
20785,image19671,16
20786,image36961,17
20787,image35392,5
20788,image17088,0
20789,image47571,13
20790,image25193,0
20791,image57770,17
20792,image1500,5
20793,image31927,13
20794,image38601,5
20795,image74160,7
20796,image4326,8
20797,image55889,16
20798,image17911,0
20799,image60135,2
20800,image2712,4
20801,image18203,8
20802,image78081,0
20803,image64219,17
20804,image54562,12
20805,image74981,4
20806,image65713,8
20807,image47409,13
20808,image3218,1
20809,image19709,12
20810,image29072,17
20811,image43725,15
20812,image51344,1
20813,image22934,17
20814,image1478,16
20815,image41145,1
20816,image53524,3
20817,image67173,13
20818,image45269,1
20819,image36180,16
20820,image74018,11
20821,image62755,13
20822,image38779,8
20823,image57135,17
20824,image45554,8
20825,image81292,13
20826,image34944,1
20827,image868,16
20828,image53219,16
20829,image41678,5
20830,image12972,0
20831,image63562,4
20832,image71103,3
20833,image52713,11
20834,image43981,1
20835,image38044,17
20836,image32591,0
20837,image80798,17
20838,image15934,13
20839,image76145,5
20840,image64524,0
20841,image28245,12
20842,image50173,16
20843,image60608,17
20844,image33902,17
20845,image22790,16
20846,image51479,1
20847,image61302,3
20848,image3525,5
20849,image73763,3
20850,image19034,13
20851,image20869,1
20852,image55755,9
20853,image47334,2
20854,image7609,2
20855,image41700,8
20856,image53361,2
20857,image48826,11
20858,image67736,12
20859,image27957,4
20860,image9811,13
20861,image20088,13
20862,image62110,5
20863,image69856,8
20864,image72311,16
20865,image18446,8
20866,image7771,1
20867,image9188,8
20868,image20911,8
20869,image50163,16
20870,image28255,11
20871,image33912,1
20872,image22780,1
20873,image72279,13
20874,image6313,9
20875,image76155,12
20876,image47324,0
20877,image55745,13
20878,image7619,8
20879,image43008,11
20880,image51469,7
20881,image20879,17
20882,image19024,17
20883,image73773,12
20884,image12962,3
20885,image41668,0
20886,image53209,13
20887,image71113,5
20888,image81282,13
20889,image5079,11
20890,image878,0
20891,image80788,12
20892,image4573,5
20893,image74735,8
20894,image38054,4
20895,image9979,17
20896,image62078,17
20897,image70419,5
20898,image5898,10
20899,image12183,11
20900,image30299,8
20901,image60760,17
20902,image20901,0
20903,image31793,4
20904,image62899,14
20905,image65146,7
20906,image67726,17
20907,image900,12
20908,image53371,17
20909,image41710,17
20910,image50982,1
20911,image48836,1
20912,image62100,1
20913,image56557,13
20914,image27947,1
20915,image6361,11
20916,image50111,1
20917,image8598,17
20918,image12089,16
20919,image33960,12
20920,image9092,0
20921,image13583,2
20922,image62993,8
20923,image61360,16
20924,image73701,9
20925,image55737,13
20926,image47356,0
20927,image45536,17
20928,image34926,3
20929,image12910,16
20930,image63500,11
20931,image71161,1
20932,image21498,0
20933,image40310,1
20934,image20192,2
20935,image66326,16
20936,image4501,0
20937,image50069,16
20938,image42408,15
20939,image33818,0
20940,image2135,9
20941,image72373,11
20942,image46724,4
20943,image6219,0
20944,image43102,5
20945,image20973,12
20946,image23380,16
20947,image73679,13
20948,image61218,3
20949,image12868,3
20950,image63478,17
20951,image81388,2
20952,image67754,5
20953,image5173,16
20954,image972,7
20955,image80682,0
20956,image56525,5
20957,image44144,16
20958,image27935,4
20959,image52609,0
20960,image40268,2
20961,image62172,11
20962,image70513,0
20963,image50898,16
20964,image12900,1
20965,image21488,0
20966,image71171,13
20967,image57147,17
20968,image66336,16
20969,image74757,7
20970,image28237,17
20971,image50101,1
20972,image42560,8
20973,image8588,12
20974,image15946,16
20975,image5982,13
20976,image6371,4
20977,image183,7
20978,image47346,10
20979,image13593,16
20980,image62983,3
20981,image73711,1
20982,image3557,5
20983,image962,15
20984,image67744,12
20985,image75325,17
20986,image53313,11
20987,image41772,17
20988,image48854,16
20989,image71009,8
20990,image9863,2
20991,image62162,16
20992,image4469,16
20993,image42418,14
20994,image50079,4
20995,image33808,16
20996,image51573,15
20997,image43112,5
20998,image61208,1
20999,image73669,0
21000,image65124,0
21001,image59862,0
21002,image50744,11
21003,image76772,13
21004,image77278,2
21005,image65619,15
21006,image36913,2
21007,image80836,0
21008,image47503,11
21009,image73154,13
21010,image61535,2
21011,image3312,12
21012,image19603,11
21013,image10925,16
21014,image29178,16
21015,image71734,12
21016,image63355,8
21017,image69680,4
21018,image37580,2
21019,image67079,0
21020,image45363,5
21021,image46990,4
21022,image14390,15
21023,image31955,0
21024,image40545,0
21025,image67898,14
21026,image34792,2
21027,image54510,0
21028,image48788,13
21029,image72526,16
21030,image60147,1
21031,image29000,17
21032,image43757,1
21033,image7146,11
21034,image77300,0
21035,image17182,1
21036,image25099,8
21037,image5726,17
21038,image75560,2
21039,image59083,13
21040,image53556,13
21041,image39201,16
21042,image58589,1
21043,image70346,15
21044,image62727,7
21045,image29999,1
21046,image24593,12
21047,image44711,13
21048,image55983,15
21049,image67069,13
21050,image45373,13
21051,image63345,7
21052,image1562,6
21053,image31945,13
21054,image40555,7
21055,image52134,4
21056,image74102,13
21057,image66563,6
21058,image76762,0
21059,image64303,0
21060,image18319,0
21061,image42335,16
21062,image73144,7
21063,image29168,8
21064,image36903,11
21065,image65609,1
21066,image77268,4
21067,image22956,4
21068,image67111,3
21069,image5736,1
21070,image25089,16
21071,image24583,17
21072,image44701,7
21073,image55993,4
21074,image58599,9
21075,image29989,2
21076,image18261,3
21077,image48798,4
21078,image60157,7
21079,image2770,7
21080,image25910,16
21081,image46161,5
21082,image17192,13
21083,image49292,0
21084,image43747,2
21085,image51326,3
21086,image74274,12
21087,image77887,8
21088,image52242,11
21089,image40623,8
21090,image13929,16
21091,image70158,14
21092,image8932,0
21093,image41329,3
21094,image53748,6
21095,image71452,5
21096,image1614,2
21097,image45005,17
21098,image25287,1
21099,image47665,16
21100,image7358,7
21101,image68975,13
21102,image51128,12
21103,image73232,1
21104,image61653,15
21105,image32959,5
21106,image50422,4
21107,image48596,16
21108,image21832,9
21109,image16696,9
21110,image64075,13
21111,image76414,4
21112,image68194,13
21113,image62441,1
21114,image3895,2
21115,image44477,11
21116,image36294,2
21117,image64894,1
21118,image41251,9
21119,image39167,7
21120,image29366,4
21121,image32821,3
21122,image14817,13
21123,image65407,5
21124,image77066,1
21125,image26095,14
21126,image60221,4
21127,image2406,17
21128,image18117,15
21129,image51138,11
21130,image43559,5
21131,image19575,16
21132,image3064,5
21133,image35096,9
21134,image7348,0
21135,image6642,17
21136,image50432,9
21137,image21822,1
21138,image40633,2
21139,image70148,13
21140,image49915,16
21141,image74264,1
21142,image66605,7
21143,image57474,17
21144,image45015,1
21145,image25297,16
21146,image8922,13
21147,image1604,11
21148,image71442,15
21149,image14807,13
21150,image65417,13
21151,image43421,16
21152,image32831,17
21153,image78385,16
21154,image18107,11
21155,image60231,7
21156,image2416,3
21157,image54666,12
21158,image46207,3
21159,image56006,1
21160,image36284,0
21161,image13841,2
21162,image68184,15
21163,image70030,2
21164,image3885,11
21165,image41241,8
21166,image53620,15
21167,image15494,1
21168,image75616,17
21169,image32695,3
21170,image23807,16
21171,image38340,8
21172,image4667,16
21173,image45650,16
21174,image63666,0
21175,image1041,1
21176,image71207,8
21177,image19330,8
21178,image3621,13
21179,image73467,8
21180,image55451,13
21181,image53884,4
21182,image42616,13
21183,image50277,4
21184,image74559,0
21185,image70675,17
21186,image38238,3
21187,image30814,11
21188,image41404,8
21189,image67432,16
21190,image16822,12
21191,image65252,5
21192,image47148,17
21193,image55529,4
21194,image19248,3
21195,image3759,9
21196,image51605,0
21197,image60474,5
21198,image2253,16
21199,image72015,9
21200,image8786,3
21201,image28039,16
21202,image12297,16
21203,image64758,13
21204,image76339,15
21205,image46442,3
21206,image73477,15
21207,image3631,5
21208,image19320,1
21209,image53894,17
21210,image50267,13
21211,image76251,4
21212,image66050,16
21213,image74431,11
21214,image32685,14
21215,image23817,2
21216,image40066,2
21217,image57221,12
21218,image81186,2
21219,image3749,1
21220,image58933,11
21221,image19258,0
21222,image43274,16
21223,image7465,1
21224,image77623,2
21225,image24929,3
21226,image55539,2
21227,image47158,16
21228,image76329,8
21229,image64748,17
21230,image37842,0
21231,image46452,12
21232,image54033,12
21233,image72005,13
21234,image11874,3
21235,image28029,8
21236,image8796,9
21237,image62204,2
21238,image38228,0
21239,image74549,11
21240,image66128,2
21241,image56653,11
21242,image67422,5
21243,image5205,6
21244,image75043,8
21245,image57359,12
21246,image45738,5
21247,image16832,11
21248,image53075,16
21249,image39722,13
21250,image12503,4
21251,image8012,11
21252,image78254,1
21253,image72781,11
21254,image63913,12
21255,image30619,3
21256,image45925,12
21257,image26154,8
21258,image34535,11
21259,image17325,11
21260,image4912,15
21261,image9518,9
21262,image51191,5
21263,image70878,11
21264,image23772,5
21265,image42963,17
21266,image41390,17
21267,image11669,4
21268,image59224,12
21269,image15545,2
21270,image5581,12
21271,image64955,2
21272,image80270,13
21273,image24734,17
21274,image51808,2
21275,image16757,16
21276,image6793,16
21277,image39847,13
21278,image48457,0
21279,image30761,11
21280,image13171,17
21281,image9460,1
21282,image79626,0
21283,image61792,1
21284,image70900,12
21285,image32898,12
21286,image7299,17
21287,image35147,3
21288,image37727,7
21289,image53689,12
21290,image69427,2
21291,image18837,4
21292,image71593,13
21293,image51970,3
21294,image52383,13
21295,image32101,16
21296,image58656,13
21297,image70099,12
21298,image15555,1
21299,image64945,16
21300,image33563,17
21301,image13980,4
21302,image51818,0
21303,image68045,1
21304,image62590,5
21305,image20408,11
21306,image36345,0
21307,image34525,14
21308,image8002,8
21309,image30609,2
21310,image22268,11
21311,image72791,16
21312,image9508,2
21313,image23762,3
21314,image70868,16
21315,image4902,11
21316,image11701,16
21317,image25356,12
21318,image14127,16
21319,image80318,5
21320,image77956,1
21321,image51960,12
21322,image52393,12
21323,image58646,17
21324,image42192,16
21325,image30771,3
21326,image60288,3
21327,image6783,3
21328,image27536,11
21329,image7289,13
21330,image43498,11
21331,image79636,12
21332,image18683,0
21333,image2392,4
21334,image1961,4
21335,image49670,0
21336,image3698,15
21337,image40956,13
21338,image17570,12
21339,image75192,0
21340,image6927,11
21341,image15310,16
21342,image57288,17
21343,image21747,16
21344,image28861,13
21345,image10536,12
21346,image79892,16
21347,image68600,1
21348,image74498,16
21349,image36500,4
21350,image24161,9
21351,image80425,11
21352,image47910,15
21353,image56782,8
21354,image22555,4
21355,image53945,13
21356,image78579,17
21357,image334,17
21358,image26679,4
21359,image34218,17
21360,image75973,1
21361,image16102,2
21362,image35712,1
21363,image66818,9
21364,image17408,4
21365,image13724,4
21366,image1180,16
21367,image59509,16
21368,image72935,13
21369,image28919,0
21370,image69272,0
21371,image25513,12
21372,image81057,12
21373,image15268,17
21374,image66181,1
21375,image36478,1
21376,image58003,11
21377,image20335,7
21378,image68778,10
21379,image33336,4
21380,image21757,12
21381,image28871,3
21382,image75182,2
21383,image24171,17
21384,image47900,13
21385,image56792,11
21386,image80435,13
21387,image61936,0
21388,image68610,8
21389,image10526,15
21390,image2382,17
21391,image1971,5
21392,image18693,15
21393,image8657,4
21394,image64689,0
21395,image26711,3
21396,image46593,2
21397,image65383,7
21398,image17560,0
21399,image49660,1
21400,image3688,12
21401,image19399,14
21402,image37162,12
21403,image1190,0
21404,image59519,5
21405,image69262,8
21406,image20325,1
21407,image58013,0
21408,image38291,5
21409,image36468,12
21410,image24009,3
21411,image34208,15
21412,image26669,3
21413,image16112,1
21414,image48212,11
21415,image22545,0
21416,image28090,11
21417,image78569,15
21418,image9225,4
21419,image79063,0
21420,image66808,13
21421,image27363,1
21422,image35702,16
21423,image17418,5
21424,image68566,13
21425,image19976,10
21426,image44085,2
21427,image36666,1
21428,image15076,0
21429,image81249,0
21430,image67695,0
21431,image39595,3
21432,image59717,12
21433,image21421,8
21434,image33040,3
21435,image29794,4
21436,image38906,1
21437,image23241,1
21438,image31620,12
21439,image49516,16
21440,image17616,2
21441,image54284,4
21442,image57877,0
21443,image26467,17
21444,image71841,13
21445,image14404,2
21446,image65814,11
21447,image74686,12
21448,image10728,17
21449,image43822,10
21450,image20053,16
21451,image32432,1
21452,image50949,1
21453,image21559,4
21454,image81331,0
21455,image57096,0
21456,image25675,11
21457,image44864,12
21458,image13442,11
21459,image31758,8
21460,image23339,7
21461,image19197,5
21462,image62852,10
21463,image3486,13
21464,image8459,11
21465,image12148,4
21466,image30252,2
21467,image71939,17
21468,image16264,5
21469,image77484,4
21470,image29784,17
21471,image23251,2
21472,image71851,3
21473,image80753,17
21474,image24217,4
21475,image36676,4
21476,image68576,12
21477,image10640,8
21478,image19966,11
21479,image39585,4
21480,image21431,17
21481,image48995,2
21482,image59707,13
21483,image81259,4
21484,image76817,2
21485,image13452,8
21486,image9143,8
21487,image79305,16
21488,image23329,16
21489,image47287,17
21490,image35464,2
21491,image64497,17
21492,image12158,11
21493,image71929,1
21494,image30242,17
21495,image22623,7
21496,image43832,0
21497,image10738,12
21498,image58375,11
21499,image14414,5
21500,image65804,1
21501,image50959,11
21502,image11232,8
21503,image21549,16
21504,image2805,11
21505,image36033,1
21506,image68333,15
21507,image22887,16
21508,image33615,12
21509,image59142,8
21510,image69639,11
21511,image37539,17
21512,image7087,4
21513,image23414,15
21514,image43696,1
21515,image48649,8
21516,image12665,0
21517,image67959,13
21518,image16549,17
21519,image31894,8
21520,image32267,12
21521,image20606,17
21522,image58530,11
21523,image29920,1
21524,image7866,3
21525,image14251,11
21526,image46851,17
21527,image63294,13
21528,image69741,8
21529,image9706,11
21530,image79540,9
21531,image67821,4
21532,image607,17
21533,image50685,3
21534,image41817,16
21535,image23404,5
21536,image31065,15
21537,image49353,2
21538,image43686,11
21539,image79428,3
21540,image27728,0
21541,image35349,17
21542,image74822,0
21543,image7097,1
21544,image17053,5
21545,image34643,2
21546,image26222,5
21547,image67949,2
21548,image16559,3
21549,image60096,0
21550,image73864,6
21551,image58458,8
21552,image70297,11
21553,image10015,0
21554,image36023,16
21555,image24442,1
21556,image15633,13
21557,image59152,3
21558,image21264,0
21559,image35231,11
21560,image79550,2
21561,image22076,17
21562,image48721,12
21563,image50695,3
21564,image41807,1
21565,image617,2
21566,image67831,5
21567,image16421,17
21568,image4285,2
21569,image14241,1
21570,image20616,9
21571,image32277,16
21572,image29930,13
21573,image60877,5
21574,image69751,8
21575,image37451,4
21576,image46841,13
21577,image67584,11
21578,image59406,12
21579,image21730,0
21580,image33351,0
21581,image68677,1
21582,image36577,16
21583,image24116,5
21584,image80452,3
21585,image47967,7
21586,image44394,16
21587,image54195,2
21588,image23150,17
21589,image49607,1
21590,image58895,17
21591,image29485,11
21592,image77785,13
21593,image66917,13
21594,image17507,16
21595,image33229,10
21596,image21648,2
21597,image6828,11
21598,image37105,9
21599,image25564,11
21600,image54974,2
21601,image57387,2
21602,image58074,5
21603,image20342,10
21604,image30143,17
21605,image53932,13
21606,image12259,4
21607,image343,16
21608,image16175,16
21609,image31449,3
21610,image23028,13
21611,image82,11
21612,image9242,14
21613,image1906,16
21614,image12331,16
21615,image8620,17
21616,image54185,7
21617,image17517,13
21618,image49617,1
21619,image31521,8
21620,image21720,2
21621,image59416,3
21622,image28806,8
21623,image39694,1
21624,image16984,17
21625,image24106,14
21626,image36567,7
21627,image47977,16
21628,image61941,16
21629,image10551,3
21630,image75914,0
21631,image48265,3
21632,image12249,2
21633,image53922,0
21634,image19296,5
21635,image23038,17
21636,image40849,12
21637,image9252,17
21638,image27314,0
21639,image47196,7
21640,image54964,8
21641,image57397,2
21642,image69215,12
21643,image11123,12
21644,image32733,8
21645,image61839,1
21646,image14705,13
21647,image69528,11
21648,image53786,1
21649,image33504,8
21650,image21165,11
21651,image15532,13
21652,image25249,12
21653,image14038,16
21654,image80207,17
21655,image24743,7
21656,image36322,17
21657,image77849,0
21658,image68022,13
21659,image10314,7
21660,image12574,4
21661,image39948,17
21662,image8065,17
21663,image78223,0
21664,image60397,0
21665,image48558,1
21666,image16658,16
21667,image26123,5
21668,image34542,0
21669,image17352,5
21670,image56839,13
21671,image79729,0
21672,image49052,12
21673,image23705,2
21674,image25331,12
21675,image37750,0
21676,image8884,4
21677,image18840,9
21678,image63185,4
21679,image32176,7
21680,image16720,13
21681,image516,1
21682,image39830,12
21683,image50594,1
21684,image48420,5
21685,image30716,11
21686,image22377,17
21687,image21984,13
21688,image73384,3
21689,image70977,16
21690,image27551,8
21691,image45942,15
21692,image16648,4
21693,image26133,1
21694,image78233,0
21695,image60387,2
21696,image48548,1
21697,image79739,0
21698,image43597,13
21699,image31374,8
21700,image32987,17
21701,image49042,1
21702,image56829,17
21703,image7386,8
21704,image4975,2
21705,image37638,17
21706,image42904,12
21707,image53796,0
21708,image59243,0
21709,image21175,2
21710,image33514,15
21711,image68032,17
21712,image3933,0
21713,image58749,4
21714,image80217,11
21715,image36332,12
21716,image24753,7
21717,image39820,16
21718,image22367,17
21719,image30706,9
21720,image21994,17
21721,image48430,0
21722,image73394,11
21723,image70967,0
21724,image11776,4
21725,image8894,4
21726,image37740,2
21727,image25321,9
21728,image77921,17
21729,image51917,9
21730,image40785,0
21731,image58631,13
21732,image20507,8
21733,image17034,2
21734,image23463,4
21735,image13318,17
21736,image52873,0
21737,image9609,4
21738,image72490,13
21739,image22169,1
21740,image26245,16
21741,image34624,12
21742,image55835,2
21743,image80161,8
21744,image20709,7
21745,image32368,11
21746,image73803,0
21747,image68344,14
21748,image10072,2
21749,image59135,6
21750,image11578,11
21751,image15654,11
21752,image10893,16
21753,image9771,11
21754,image79537,17
21755,image35256,15
21756,image67856,1
21757,image670,1
21758,image60189,6
21759,image30470,0
21760,image41860,8
21761,image32210,13
21762,image70388,16
21763,image7811,12
21764,image80019,0
21765,image14226,4
21766,image46826,16
21767,image22988,15
21768,image73813,2
21769,image32378,1
21770,image68354,15
21771,image7979,2
21772,image36054,16
21773,image24435,8
21774,image55825,0
21775,image5680,12
21776,image15644,4
21777,image60978,16
21778,image21213,4
21779,image33672,3
21780,image11568,12
21781,image49324,13
21782,image9619,7
21783,image52863,4
21784,image13308,6
21785,image17024,13
21786,image30518,3
21787,image22179,17
21788,image72480,16
21789,image12602,18
21790,image7801,4
21791,image80009,13
21792,image70398,7
21793,image29947,16
21794,image52082,17
21795,image11410,16
21796,image69726,12
21797,image53588,0
21798,image37426,15
21799,image35246,10
21800,image27627,4
21801,image61493,8
21802,image79527,2
21803,image22001,8
21804,image60199,4
21805,image48756,15
21806,image67846,11
21807,image6492,4
21808,image16456,8
21809,image38971,17
21810,image19098,17
21811,image49561,17
21812,image47398,16
21813,image17661,11
21814,image65082,13
21815,image57800,3
21816,image15998,15
21817,image34071,1
21818,image64588,11
21819,image78710,5
21820,image8556,16
21821,image69982,17
21822,image12047,3
21823,image18592,13
21824,image68511,8
21825,image19901,1
21826,image80734,7
21827,image56493,1
21828,image36611,13
21829,image24270,3
21830,image57199,1
21831,image21456,4
21832,image35403,1
21833,image27062,8
21834,image9124,0
21835,image13435,9
21836,image38809,12
21837,image78668,4
21838,image30225,11
21839,image57978,4
21840,image16213,0
21841,image5824,16
21842,image65863,17
21843,image38190,12
21844,image43855,12
21845,image20024,16
21846,image19879,12
21847,image32445,11
21848,image11255,3
21849,image69163,5
21850,image1291,13
21851,image81346,5
21852,image15179,11
21853,image45480,0
21854,image34890,3
21855,image56483,1
21856,image27893,1
21857,image24260,15
21858,image74799,15
21859,image68501,11
21860,image10637,13
21861,image33027,1
21862,image21446,3
21863,image57189,12
21864,image75293,16
21865,image17671,17
21866,image38961,13
21867,image3599,12
21868,image49571,1
21869,image31647,11
21870,image8546,13
21871,image78700,13
21872,image69992,12
21873,image71826,2
21874,image18582,11
21875,image15988,15
21876,image46682,5
21877,image57810,16
21878,image64598,0
21879,image34061,2
21880,image43845,12
21881,image68479,15
21882,image38180,4
21883,image32455,1
21884,image19869,16
21885,image14463,17
21886,image36779,2
21887,image24318,4
21888,image66280,2
21889,image15169,15
21890,image81356,13
21891,image37273,13
21892,image69173,10
21893,image11245,17
21894,image59608,12
21895,image2872,4
21896,image13425,8
21897,image79372,3
21898,image44803,5
21899,image16203,17
21900,image34119,12
21901,image28381,0
21902,image22849,16
21903,image1505,16
21904,image78865,8
21905,image53459,16
21906,image45314,4
21907,image57775,4
21908,image66504,16
21909,image74165,16
21910,image17914,0
21911,image28405,2
21912,image50733,5
21913,image67997,12
21914,image36964,5
21915,image80841,3
21916,image73123,17
21917,image61542,13
21918,image10952,8
21919,image43658,15
